Conc_Nr;Composer;WorkNr;Modern Ed;Concordances;Comment
Conc_880;Losy;LosyV, N°11 - LosyC, N°22;Vogl, p. 19;US-Danby / 103 - S-Klm21072 / 91v - PL-Kj40620 / 112v - D-Bsa4060 / 211v;
Conc_881;Losy?;;TREE Ed. Klosterneuburg Lute Book (Michael Treder);US-Danby / 106 - A-Kla5-37 / *4v - A-KN1255 / 69r - PL-Wn396 / 291v;
Conc_882;;;;US-Danby / 107 (Similar) - GB-LblAdd31698 / 16r;
Conc_883;;;;US-Danby / 108 - D-Fschneider13 / 177 - SK-Le / 189;
Conc_884;;;;US-Danby / 112 - D-Gs84k / 84r;
Conc_885;Lully;LWV 53/68;;"""Atys"" 1676 (LWV 53/68 Les Songes agréables) - US-Danby / 118 - A-GÖ2 / 64v - PL-Lw1985 / 33v - F-B279152 / 185 - A-Wn1813 / 3v (5) (violin)";
Conc_886;Gaultier;;;US-Danby / 125 - A-ETgoëssII / 85v - A-KR79 / 89v - GB-Ob616 / 120 - F-Pn6212 / 35v - D-Bsa4060 / 173v - D-ROu53-1A / 40v - F-B279152 / 167 - A-Wn17706 / 17v - PT-Coimbra / 97 (gt) - F-PnF844 / 143 (1, gt) - PL-Wn396 / 44v;
Conc_887;Gumprecht;CLFGum, N°1;;D-DS1655 / 5v;
Conc_888;D.Gaultier;CLFDGa, N°77;;D-DS1655 / 6v - D-SWl_641 / 69 - D-SWl_641 / 152 - GB-Mr / 18 (Allmon Pinell) - Rhetorique / 140 (Apollon orateur);
Conc_889;Pinel;CLFPin, N°54;;D-DS1655 / 10v - D-ROu54 / 238;
Conc_890;V.Gaultier;CLFVGa, N°61;;D-DS1655 / 14v - GB-Ob618 / 32;Contrepartie: Conc_3838
Conc_891;V.Gaultier;CLFVGa, N°69;;B-Bc5616 / 40v - D-DS1655 / 15v - Perrine1680 / 22;Contrepartie: Conc_3815
Conc_892;F.Dufault;;;D-DS1655 / 19v - D-SWl_641 / 55 - GB-Mr / 22;
Conc_893;Gumprecht;CLFGum, N°19;;D-DS1655 / 25v;Contrepartie: Conc_4244
Conc_894;Gumprecht;CLFGum, N°33;;D-DS1655 / 26v;Contrepartie: Conc_4245
Conc_895;Pinel;CLFPin, N°24;;D-DS1655 / 27v - D-ROu54 / 150;
Conc_896;Gumprecht;CLFGum, N°2a;;D-DS1655 / 36v;
Conc_897;Gumprecht;CLFGum, N°12;;D-DS1655 / 38v;
Conc_898;D.Gaultier;CLFDGa, N°92;;A-Wengel / 11 (4) - D-DS1655 / 42v (first 1.5 measure) - RUS-SPanON124 / 54 (preceded by 2°part) - F-PnVmf51 / 44v - Rhetorique / 242 (La Pastoralle) - D-SWl_641 / 130;
Conc_899;Dufault?;;;B-Br276 / 41v - B-Br1037 / 14v - D-DS1655 / 44v - A-ETgoëssII / 9v - A-KR79 / 126r;
Conc_900;;;;D-KA1214 / 18 (1, var) - GB-LblAdd16889 / 97r - B-Gu3898-2 / 23v - S-N9098 ( 2p3 - HsBkJGHML Ms890 / 66v - RogerON(4)1706 / 6 (1);cf. Conc_1466
Conc_901;Gumprecht;CLFGum, N°31a;;F-Pn48 / 68v (variatio) - D-ROu54 / 307;
Conc_902;J.Mercure;CLFMer II, N°21;;A-Wengel / 12 (4) - D-DS1655 / 53r - A-ETgoëssI / 99v - PL-Kj40626 / 60r;
Conc_903;J.Mercure;CLFMer II, N°25;;D-DS1655 / 53v (Gaultier) - F-Pn1110 / 4v;
Conc_904;Gumprecht;CLFGum, N°9;;D-DS1655 / 54v - D-ROu54 / 198;
Conc_905;Gumprecht;CLFGum, N°9a;;D-DS1655 / 55v;
Conc_906;Gumprecht;CLFGum, N°22;;D-DS1655 / 56v - D-ROu54 / 200;
Conc_907;Gumprecht;CLFGum, N°22a;;D-DS1655 / 57v;
Conc_908;Gumprecht;CLFGum, N°36;;D-DS1655 / 58v - D-ROu54 / 201;
Conc_909;Gumprecht;CLFGum, N°36a;;D-DS1655 / 59v;
Conc_910;;;;D-DS1655 / 70v - A-ETgoëssI / 96v - F-Pn48 / 75v;
Conc_911;J.Mercure;CLFMer, N°5;;D-DS1655 / 73v (N°81) - D-Ngm33748-1 / 75v - D-HsM2768 / 31;
Conc_912;J.Mercure;CLFMer appendice II, N°2;;D-DS1655 / 76v (N°84) - D-Dl_Mus.1-T-595 / 133 (kb);
Conc_913;J.Mercure;CLFMer, N°24;;A-Wengel / 12 (5) - D-DS1655 / 77r (N°85) - A-ETgoëssIII / 66v - GB-LblAdd16889 / 106v (quite different version);
Conc_914;Gumprecht;CLFGum, N°23;;D-DS1655 / 88v - GB-LblAdd16889 / 110v;
Conc_915;Gumprecht;CLFGum, N°37;;D-DS1655 / 89r;
Conc_916;Gumprecht;CLFGum, N°42;;D-DS1655 / 89v - F-Pn48 / 81v;
Conc_917;Kühnel;;;A-GÖ1 / 55v - NL-DHnmi50536 / 64v - A-KR156 / 10r - A-SEI / 24v - PL-WRu / 55 (Kühnel);
Conc_918;Kühnel;;;"NL-DHnmi50536 / 65v (""Polonaise Kühnold"") - A-Wn18829 / 6v";
Conc_919;S. L. Weiss;WeissSW 31.1 (Sm 203-Sm 226) ;;D-Dl2841-1 / 2 (1) - Variante Sm 203 (GB-LblAdd30387 / 147r);
Conc_920;S. L. Weiss;WeissSW 33.3 (Sm 227);;D-Dl2841-1 / 2 (2) - D-Mbs5362 / 6r;vgl. Conc_921
Conc_921;S. L. Weiss;WeissSW 1.3 (Sm 3);;"D-Dl2841-1 / 12 - A-ROII / 52v - GB-LblAdd30387 / 2v - D-ROu53-1A / 75v (""Courand"") - A-Wn1078 / 40v - PL-Wu2003 / 2v - PL-Wu2004 / 6v - PL-Wu2005 / 2";vgl. Conc_920
Conc_922;S. L. Weiss;WeissSW 33.6 (Sm 230);;D-Dl2841-1 / 4 (1) - CZ-POm / 7;
Conc_923;S. L. Weiss;WeissSW 32.6 (Sm 224);;"D-Dl2841-1 / 5 (""Gique"") - GB-LblAdd30387 / 158v - CZ-POm / 34 - PL-WRu / 97 (2)";See Conc_924
Conc_924;S. L. Weiss;WeissSW 31.6 (Sm 208) - WeissSW 32.7 (Sm 232);;D-Dl2841-1 / 10 (var. GB-LblAdd30387 / 149v same incipit);See Conc_923
Conc_925;S. L. Weiss;WeissSW 32.1 (Sm 219);;D-Dl2841-1 / 6 (1) - GB-LblAdd30387 / 156r - PL-WRu / 91;
Conc_926;S. L. Weiss;WeissSW 32.2 (Sm 220);;D-Dl2841-1 / 6 (2) - GB-LblAdd30387 / 156v - PL-WRu / 92;
Conc_927;S. L. Weiss;WeissSW 32.4 (Sm 222);;D-Dl2841-1 / 7 - GB-LblAdd30387 / 157v - PL-WRu / 94;
Conc_928;S. L. Weiss;WeissSW 32.3 (Sm 221);;D-Dl2841-1 / 8 (1) - GB-LblAdd30387 / 157r - PL-WRu / 93;
Conc_929;S. L. Weiss;WeissSW 32.5 (Sm 223);;D-Dl2841-1 / 8 (2) - GB-LblAdd30387 / 158r - PL-WRu / 96;
Conc_930;S. L. Weiss;WeissSW 16* (Sm 158);;D-Dl2841-1 / 9 - GB-LblAdd30387 / 121v - PL-WRu / 97 (1);
Conc_931;S. L. Weiss;WeissSW 1.2 (Sm 2);;D-Dl2841-1 / 11 - A-ROII / 52r - GB-LblAdd30387 / 1v - A-Wn1078 / 39v - PL-Wu2003 / 2r - PL-Wu2004 / 5v - PL-Wu2005 / 1;
Conc_932;S. L. Weiss;WeissSW 1.4 (Sm 4);;D-Dl2841-1 / 13 (1) - A-ROII / 54v - GB-LblAdd30387 / 3v - PL-Wu2003 / 3r - PL-Wu2004 / 6r - PL-Wu2005 / 3;
Conc_933;S. L. Weiss;WeissSW 1.5 (Sm 5);;D-Dl2841-1 / 13 (2) - A-ROII / 55r - GB-LblAdd30387 / 4r - A-Wn1078 / 42v - PL-Wu2003 / 3v - PL-Wu2004 / 7r - PL-Wu2005 / 4;
Conc_934;S. L. Weiss;WeissSW 1.7 (Sm 7);;D-Dl2841-1 / 14 - A-ROII / 56v - GB-LblAdd30387 / 5r - A-Wn1078 / 43v - PL-Wu2003 / 4v - PL-Wu2004 / 8r - PL-Wu2005 / 6;
Conc_935;S. L. Weiss;WeissSW 1.6 (Sm 6);;D-Dl2841-1 / 16 - A-ROII / 55v - GB-LblAdd30387 / 4v;
Conc_936;S. L. Weiss;WeissSW 28.2 (Sm 182);;D-Dl2841-1 / 18 - GB-LblAdd30387 / 134r;
Conc_937;S. L. Weiss;WeissSW 28.3 (Sm 183);;D-Dl2841-1 / 20 - GB-LblAdd30387 / 135v - A-Wn1078 / 41v;
Conc_938;S. L. Weiss;WeissSW 28.4 (Sm 184);;D-Dl2841-1 / 21 - GB-LblAdd30387 / 136r;
Conc_939;S. L. Weiss;WeissSW 28.6 (Sm 186);;"D-Dl2841-1 / 22 - GB-LblAdd30387 / 137v - RUS-Mcm / 13v (""Allegro"")";
Conc_940;S. L. Weiss;WeissSW 28.5 (Sm 185);;D-Dl2841-1 / 24 - GB-LblAdd30387 / 136v - A-Wn1078 / 43r;
Conc_941;S. L. Weiss;WeissSW 34.3 (Sm 235);;"D-Dl2841-1 / 27 (""Courente"") - D-Mbs5362 / 9v";var. Conc_942
Conc_942;S. L. Weiss;WeissSW 13.3 (Sm 70);;"GB-LblAdd30387 / 57v - D-ROu53-1A / 57v (""Courande"")";var. Conc_941
Conc_943;S. L. Weiss;WeissSW 34.5 (Sm 237);;D-Dl2841-1 / 29 - D-Mbs5362 / 10r;
Conc_944;S. L. Weiss;WeissSW 34.6 (Sm 238);;"D-Dl2841-1 / 29 (""Sarab:"") - D-Mbs5362 / 10r (2) - RUS-Mcm / 3r (2, ""Andantino"")";
Conc_945;S. L. Weiss;WeissSW 34.7 (Sm 239);;D-Dl2841-1 / 30 - D-Mbs5362 / 10v (1);
Conc_946;S. L. Weiss;WeissSW 11.7 (Sm 241);;"D-Dl2841-1 / 33 - D-Mbs5362 / 5v (""Prelude"") - RUS-Mcm / 3r (""Prellude"") - RUS-Mcm / 11v (2, ""Prelludium"")";
Conc_947;S. L. Weiss;WeissSW 11.1 (Sm 55);;D-Dl2841-1 / 34 - GB-LblAdd30387 / 47r - D-ROu53-1A / 55v - PL-Wu2003 / 69r - PL-Wu2005 / 34;
Conc_948;S. L. Weiss;WeissSW 11.2 (Sm 56);;D-Dl2841-1 / 35 - GB-LblAdd30387 / 47v - PL-Wu2003 / 69v - PL-Wu2004 / 1v - PL-Wu2005 / 36;
Conc_949;S. L. Weiss;WeissSW 11.3 (Sm 57);;D-Dl2841-1 / 36 - GB-LblAdd30387 / 48v - PL-Wu2003 / 70r - PL-Wu2005 / 35;
Conc_950;S. L. Weiss;WeissSW 11.4 (Sm 58);;D-Dl2841-1 / 36 - GB-LblAdd30387 / 49r - PL-Wu2003 / 70v - PL-Wu2005 / 37;
Conc_951;S. L. Weiss;WeissSW 11.5 (Sm 59);;D-Dl2841-1 / 37 - GB-LblAdd30387 / 49v - PL-Wu2003 / 71v - PL-Wu2004 / 2v - PL-Wu2005 / 40;
Conc_952;S. L. Weiss;WeissSW 11.6 (Sm 60);;"D-Dl2841-1 / 38 (""Giga"") - GB-LblAdd30387 / 50v - PL-Wu2003 / 70v - PL-Wu2004 / 3v - PL-Wu2005 / 38";
Conc_953;S. L. Weiss;WeissSW 36.2 (Sm 249);;"D-Dl2841-1 / 52 (""Cour."") - RUS-Mcm / 12v (""Courente"")";
Conc_954;S. L. Weiss;WeissSW 37.1 (Sm 254) [WeissSW 64* (Sm 538)];;D-Dl2841-2 / 61 - CZ-POm / 32 (var);
Conc_955;S. L. Weiss;WeissSW 37.2 (Sm 255);;D-Dl2841-2 / 62;var. Conc_956
Conc_956;S. L. Weiss;WeissSW 81.1 (Sm 506) - WeissSW 88.1;;A-ROI / 49r - PL-Wu2003 / 5v - PL-Wu2005 / 8;var. Conc_955
Conc_957;S. L. Weiss;WeissSW 37.3 (Sm 256);;D-Dl2841-2 / 63 - GB-Lbl1868 / 179;
Conc_958;S. L. Weiss;WeissSW 37.4 (Sm 257) - WeissSW 104.3;;D-Dl2841-2 / 64 - GB-Lbl1868 / 178 - D-Mbs5362 / 49r;
Conc_959;S. L. Weiss;WeissSW 37.5 (Sm 258);;"D-Dl2841-2 / 65 (""Sarab:"") - D-Mbs5362 / 49v";
Conc_960;S. L. Weiss;WeissSW 24.4 (Sm 155);;"D-Dl2841-2 / 66 (""Men:"") - GB-LblAdd30387 / 119v - D-Mbs5362 / 48v";
Conc_961;S. L. Weiss;WeissSW 24.5 (Sm 156);;"D-Dl2841-2 / 66 (""Men.2"") - GB-LblAdd30387 / 119v";
Conc_962;S. L. Weiss;WeissSW 38.4 (Sm 265);;"D-Dl2841-2 / 75 (""Sarab:"") - RUS-Mcm / 25v";
Conc_963;S. L. Weiss;WeissSW 39.6 (Sm 273);;"D-Dl2841-2 / 88 - A-GÖ1 / 7v (""Praesto W:)";
Conc_964;S. L. Weiss;WeissSW 41.1 (Sm 280);;D-Dl2841-2 / 103 - I-Ven / 523.3 - PL-Wu2003 / 55v - PL-Wu2005 / 18;
Conc_965;S. L. Weiss;WeissSW 41.2 (Sm 281);;"D-Dl2841-2 / 104 (""Courrante"") - D-Mbs5362 / 11v (""Allegro"") - I-Ven / 524.1 - PL-WRu / 102 - PL-Wu2003 / 56v - PL-Wu2005 / 20";
Conc_966;S. L. Weiss;WeissSW 41.3 (Sm 282);;D-Dl2841-2 / 106 - I-Ven / 524.2 - PL-Wu2003 / 56r - PL-Wu2005 / 19;
Conc_967;S. L. Weiss;WeissSW 41.4 (Sm 283);;D-Dl2841-2 / 107 - I-Ven / 525.1 - PL-Wu2003 / 57v - PL-Wu2005 / 22;
Conc_968;S. L. Weiss;WeissSW 41.6 (Sm 284);;"D-Dl2841-2 / 108 (""Giq"") - I-Ven / 525.2 - PL-Wu2003 / 58v - PL-Wu2005 / 24";
Conc_969;S. L. Weiss;WeissSW 41.5 (Sm 285);;"D-Dl2841-2 / 109 (""Men:"") - D-Mbs5362 / 12v - PL-Wu2003 / 57r - PL-Wu2005 / 21";
Conc_970;S. L. Weiss;WeissSW 29.1 (Sm 187);;D-Dl2841-2 / 119 - GB-LblAdd30387 / 138v;
Conc_971;S. L. Weiss;WeissSW 29.2 (Sm 188);;D-Dl2841-2 / 120 - GB-LblAdd30387 / 139r;
Conc_972;S. L. Weiss;WeissSW 29.5 (Sm 191);;D-Dl2841-2 / 121 - GB-LblAdd30387 / 140v;
Conc_973;S. L. Weiss;WeissSW 29.4 (Sm 190);;D-Dl2841-2 / 122 - GB-LblAdd30387 / 140r (L'Infidèle) - PL-Wu2003 / 58r - PL-Wu2005 / 23;
Conc_974;S. L. Weiss;WeissSW 29.3 (Sm 189);;D-Dl2841-2 / 123 - GB-LblAdd30387 / 139v;
Conc_975;S. L. Weiss;WeissSW 29.6 (Sm 192);;"D-Dl2841-2 / 124 - GB-LblAdd30387 / 141r (""Paÿsane"")";
Conc_976;S. L. Weiss;WeissSW 12.1 (Sm 61);;D-Dl2841-3 / 136 - GB-LblAdd30387 / 51v - A-Wn18829 / 22v;
Conc_977;S. L. Weiss;WeissSW 12.2 (Sm 62);;D-Dl2841-3 / 136 - GB-LblAdd30387 / 52r - CZ-POm / 14 - A-Wn18829 / 23v;
Conc_978;S. L. Weiss;WeissSW 12.3 (Sm 63);;D-Dl2841-3 / 138 - GB-LblAdd30387 / 52v - PL-Wu2004 / 10v;
Conc_979;S. L. Weiss;WeissSW 12.5 (Sm 65);;"D-Dl2841-3 / 139 (""Men:"") - GB-LblAdd30387 / 54r - PL-Wu2004 / 11v (1)";
Conc_980;S. L. Weiss;WeissSW 16.3 (Sm 94);;"D-Dl2841-3 / 154 - GB-Lbl1868 / 141 (""Paisane"") - GB-LblAdd30387 / 76r (""Paisanne"") - CZ-POm / 13 - A-Wn18829 / 16v";
Conc_981;S. L. Weiss;WeissSW 16.4 (Sm 95);;D-Dl2841-3 / 155 - GB-LblAdd30387 / 76v - A-Wn18829 / 17v;
Conc_982;S. L. Weiss;WeissSW 16.2 (Sm 93);;"D-Dl2841-3 / 156 (""Vivace"") - GB-Lbl1868 / 29 (""Vivace"") - GB-LblAdd30387 / 75v (""Air en echo; Largo"") - A-Wn18829 / 15v (""Echo; Vivace"")";
Conc_983;S. L. Weiss;WeissSW 16.5 (Sm 96);;"D-Dl2841-3 / 157 - GB-LblAdd30387 / 77r - CZ-POm / 15 - A-Wn1078 / 47v (""Mad: la grondeuse Menuet"") - A-Wn18829 / 20v";
Conc_984;S. L. Weiss;WeissSW 12.7 (Sm 67);;"D-Dl2841-3 / 158 (""Giq"") - GB-LblAdd30387 / 55v - CZ-POm / 18 - A-Wn18829 / 18v - PL-Wu2004 / 11v (2)";
Conc_985;S. L. Weiss or J.S.Bach;WeissSW 47.2 (Sm 321);;"D-Dl2841-3 / 182 (""Currante"") - BWV 1025 / 3";
Conc_986;S. L. Weiss or J.S.Bach;WeissSW 47.3 (Sm 322);;D-Dl2841-3 / 184 - D-Mbs5362 / 40v - BWV 1025 / 4;
Conc_987;S. L. Weiss or J.S.Bach;WeissSW 47.4 (Sm 323);;D-Dl2841-3 / 185 - BWV 1025 / 5;
Conc_988;S. L. Weiss or J.S.Bach;WeissSW 47.6 (Sm 324);;D-Dl2841-3 / 186 - BWV 1025 / 7;
Conc_989;S. L. Weiss or J.S.Bach;WeissSW 47.5 (Sm 325);;D-Dl2841-3 / 188 - BWV 1025 / 6;
Conc_990;S. L. Weiss;WeissSW 4.2 (Sm 27);;D-Dl2841-4 / 202 (1) - GB-LblAdd30387 / 17v (1);
Conc_991;S. L. Weiss;WeissSW 4.2 (Sm 27);;D-Dl2841-4 / 202 (2) - GB-LblAdd30387 / 17v (2);
Conc_992;S. L. Weiss;WeissSW 4.3 (Sm 28);;"D-Dl2841-4 / 204 (""Courrante"") - GB-LblAdd30387 / 18v";
Conc_993;S. L. Weiss;WeissSW 4.4a (Sm 30 - 334);;D-Dl2841-4 / 206;var. Conc_994
Conc_994;S. L. Weiss;WeissSW 4.4 (Sm 30 - 334);;GB-LblAdd30387 / 20r - CZ-POm / 6;var. Conc_993
Conc_995;S. L. Weiss;WeissSW 49.2 (Sm 338);;"D-Dl2841-4 / 210 (""Cour:"") - PL-Wu2004 / 24r";
Conc_996;S. L. Weiss;WeissSW 49.3 (Sm 339);;D-Dl2841-4 / 212 - PL-Wu2004 / 23r;
Conc_997;S. L. Weiss;WeissSW 49.4 (Sm 340);;"D-Dl2841-4 / 213 (""Sarab: Grave."") - PL-Wu2004 / 27v";
Conc_998;S. L. Weiss;WeissSW 49.6 (Sm 341);;D-Dl2841-4 / 214 - Musikmeister / 45 - PL-Wu2004 / 25v;
Conc_999;S. L. Weiss;WeissSW 49.5 (Sm 342);;D-Dl2841-4 / 216 - PL-Wu2004 / 28v;
Conc_1000;S. L. Weiss;WeissSW 15.2 (Sm 86);;"D-Dl2841-4 / 217 (""Allem:"") - GB-LblAdd30387 / 69v - PL-Wu2004 / 16v";
Conc_1001;S. L. Weiss;WeissSW 15.3 (Sm 87);;"D-Dl2841-4 / 218 (""Cour: moderato"") - GB-LblAdd30387 / 70v - PL-Wu2004 / 17v";
Conc_1002;S. L. Weiss;WeissSW 23.3 (Sm 144);;D-Dl2841-4 / 220 - GB-LblAdd30387 / 113v - D-Mbs5362 / 20r;
Conc_1003;S. L. Weiss;WeissSW 15.1 (Sm 85);;"D-Dl2841-4 / 221 (""Sarab:"") - GB-LblAdd30387 / 69r (""Plainte"")";
Conc_1004;S. L. Weiss;WeissSW 23.5 (Sm 146);;D-Dl2841-4 / 222 (1°) - GB-LblAdd30387 / 114v;
Conc_1005;S. L. Weiss;WeissSW 23.8 (Sm 149);;D-Dl2841-4 / 222 (2) - GB-LblAdd30387 / 115v (2);
Conc_1006;S. L. Weiss;WeissSW 15.7 (Sm 91);;D-Dl2841-4 / 224 - GB-LblAdd30387 / 73v - PL-Wu2004 / 20v;
Conc_1007;S. L. Weiss;WeissSW 21.2 (Sm 129);;"D-Dl2841-4 / 236 (""Courrante"") - GB-LblAdd30387 / 101v";
Conc_1008;S. L. Weiss;WeissSW 21.4 (Sm 131);;D-Dl2841-4 / 238 - GB-LblAdd30387 / 103v;
Conc_1009;S. L. Weiss;WeissSW 21.3 (Sm 130);;"D-Dl2841-4 / 239 (""Sarab: adagio"") - GB-LblAdd30387 / 102v";
Conc_1010;S. L. Weiss;WeissSW 21.6 (Sm 133);;D-Dl2841-4 / 240 - GB-LblAdd30387 / 104v;
Conc_1011;S. L. Weiss;WeissSW 21.5 (Sm 132);;D-Dl2841-4 / 242 - GB-LblAdd30387 / 104r;
Conc_1012;S. L. Weiss;WeissSW 25.1 (Sm 159);;"D-Dl2841-4 / 245 (""Allem: andante / S.L.Weiss"") - GB-LblAdd30387 / 122r (""Andante"")";
Conc_1013;S. L. Weiss;WeissSW 25.2 (Sm 160);;D-Dl2841-4 / 246 (1) - GB-LblAdd30387 / 122v (1);
Conc_1014;S. L. Weiss;WeissSW 25.3 (Sm 161);;D-Dl2841-4 / 246 (2) - GB-LblAdd30387 / 122v (2);
Conc_1015;S. L. Weiss;WeissSW 25.5 (Sm 163);;"D-Dl2841-4 / 249 (""Menuet"") - GB-LblAdd30387 / 123v (""La babilieuse en Menuet"")";
Conc_1016;S. L. Weiss;WeissSW 25.6 (Sm 164);;D-Dl2841-4 / 250 - GB-LblAdd30387 / 124v;
Conc_1017;S. L. Weiss;WeissSW 7.2 (Sm 40) - WeissSW 79.2;;D-Dl2841-5 / 263 - A-ROI / 33v - GB-LblAdd30387 / 30v;
Conc_1018;S. L. Weiss;WeissSW 7.4 (Sm 42);;D-Dl2841-5 / 264 - GB-LblAdd30387 / 31v;
Conc_1019;S. L. Weiss;WeissSW 7.3 (Sm 41);;D-Dl2841-5 / 265 - GB-LblAdd30387 / 31r;
Conc_1020;S. L. Weiss;WeissSW 7.6 (Sm 44) - WeissSW 79.5;;D-Dl2841-5 / 266 - A-ROI / 34v - GB-LblAdd30387 / 32v;
Conc_1021;S. L. Weiss;WeissSW 27.3 (Sm 175);;D-Dl2841-5 / 270 (1) - GB-LblAdd30387 / 130v - D-Mbs5362 / 15v - A-Su / III.2;
Conc_1022;S. L. Weiss;WeissSW 27.4 (Sm 176);;D-Dl2841-5 / 270 (2) - GB-LblAdd30387 / 131r - A-Su / III.3;
Conc_1023;S. L. Weiss;WeissSW 27.5 (Sm 177);;D-Dl2841-5 / 272 - GB-LblAdd30387 / 131v;
Conc_1024;S. L. Weiss;WeissSW 27.6 (Sm 178);;D-Dl2841-5 / 273 - GB-LblAdd30387 / 132r - A-Su / III.4;
Conc_1025;S. L. Weiss;WeissSW 27.7 (Sm 179);;"D-Dl2841-5 / 274 - GB-LblAdd30387 / 132v - D-Mbs5362 / 16r - A-Egger1766 / 62v (mand) - A-Su / III.5 (""Rigodon"")";
Conc_1026;S. L. Weiss;WeissSW 27.8 (Sm 180);;"D-Dl2841-5 / 275 (""Angloise"") - GB-LblAdd30387 / 133r (""La belle Tiroloise"") - A-Su / III.6 (""La belle Tiroloise"")";
Conc_1027;S. L. Weiss;WeissSW 52.2 (Sm 359);;D-Dl2841-5 / 282 - A-Su / III.8;
Conc_1028;S. L. Weiss;WeissSW 52.5 (Sm 361);;"D-Dl2841-5 / 285 (""Men:"") - A-Su / III.7";
Conc_1029;S. L. Weiss;WeissSW 52.6 (Sm 362);;D-Dl2841-5 / 286 - A-Su / III.9;
Conc_1030;S. L. Weiss;WeissSW 10.4 (Sm 49);;D-Dl2841-5 / 290 - GB-LblAdd30387 / 42v;
Conc_1031;S. L. Weiss;WeissSW 30.3 (Sm 195);;D-Dl2841-5 / 292 - GB-LblAdd30387 / 142v;
Conc_1032;S. L. Weiss;WeissSW 30.4 (Sm 196);;D-Dl2841-5 / 293 - GB-LblAdd30387 / 143r;
Conc_1033;S. L. Weiss;WeissSW 30.5 (Sm 197);;D-Dl2841-5 / 294 - GB-LblAdd30387 / 143v;
Conc_1034;S. L. Weiss;WeissSW 30.6 (Sm 198);;D-Dl2841-5 / 295 - GB-LblAdd30387 / 144r;
Conc_1035;S. L. Weiss;WeissSW 30.7 (Sm 199);;"D-Dl2841-5 / 296 (""Allegro assai"") - GB-LblAdd30387 / 144v (""Le Sans Soucie"")";
Conc_1036;S. L. Weiss;WeissSW 6.1 - WeissSW 56.1;;D-Dl2841-6 / 19 - GB-LblAdd30387 / 25v;
Conc_1037;S. L. Weiss;WeissSW 6.2 - WeissSW 56.2;;D-Dl2841-6 / 20 - GB-LblAdd30387 / 26v;
Conc_1038;S. L. Weiss;WeissSW 6.4 - WeissSW 56.4;;D-Dl2841-6 / 22 (2) - GB-LblAdd30387 / 29v;
Conc_1039;S. L. Weiss;WeissSW 6.3 - WeissSW 56.3;;D-Dl2841-6 / 22 (1) - GB-LblAdd30387 / 28v;
Conc_1040;R.Mesangeau;;;D-Mbs21646 / 19r (3) - D-Usch133b / 8v - GB-EnDep314 / 20v (Ane Mask) - F-Pn1404 / 49v - GB-CtcO162 / 129 (2);
Conc_1041;V.Gaultier;CLFVGa, N°24;;GB-En9451 / 5v - D-ROu54 / 261;
Conc_1042;Bouvier;CLFCha, N°23;;GB-En9451 / 6v;
Conc_1043;Pinel;CLFPin, N°8;;GB-En9451 / 7v;
Conc_1044;Pinel;CLFPin, N°39;;GB-En9451 / 9v;
Conc_1045;Pinel;CLFPin, N°16;;GB-En9451 / 10v;
Conc_1046;Pinel;CLFPin, N°14;;GB-En9451 / 13v - CZ-NlobKk78 / N°17 - D-ROu54 / 393 - F-Pn1110 / 29v - D-SWl_641 / 84 - S-Klm21072 / 68v - A-Wn18761 / 34r;
Conc_1047;Pinel;CLFPin, N°17;;GB-En9451 / 14v - GB-LblSloane2923 / 112r;
Conc_1048;Pinel;CLFPin, N°37;;GB-En9451 / 14v - A-ETgoëssTh / 3v - D-ROu54 / 304 - F-Pn1110 / 27v - D-SWl_641 / 88;
Conc_1049;Pinel;CLFPin, N°69;;GB-En9451 / 16v;
Conc_1050;;;FacsimSwan N°25;A-Wn17706 / 1r (1) - B-Gu3898-2 / 1v - CH-ZzQ907 / 1r - CH-ZzQ907 / 7v - CH-ZzQ907 / 37v (1) - D-B40601 / 126v - D-KA1214 / 8 (2) - D-KA1214 / 25 (1) - F-Pn6212 / 83v - GB-Balcarres / 20 (var) - GB-Balcarres / 135 - GB-En9452 / 4v - GB-EnDep314 / 42r (with 2nd part of Marion pleure) - GB-EnDep314 / 46v - GB-Lam614 / 48r - GB-Ob576 / 1 - GB-WMlms7 (Thyne) / 81v - J-Tn35 / 4v (kb) - NL-At / 49r - PL-Kj40626 / 63v (var) - PL-Kj40626 / 64r - PL-LZu3779 / 2v - Mathew / 13 - PL-Pu7033 / 39 (var) - S-N1122 / 1v - CZ-PnmIVG18 / 190v - S-N9096-11 / 3r - RUS-SPanON124 / 15v (OT) - GB-Eu_Coll2073 / 56v (OT) - GB-Eu_Coll2073 / 57v (OT) - CZ-PnmIVG18 / 190v (OT) - D-Usch133b / 16v - US-Rm125 / 1v (mand) - F-Pn2344 / 1r (gt) - F-Pn2344 / 22r (gt) - F-Pn2344 / 23r (gt) - F-Psg2344 / 40v (gt) - F-Psg2351 / 1v (gt) - F-Psg2351 / 4v (gt) - F-Psg2351 / 18v (gt) - F-Psg2351 / 22v (gt);cf. Conc_4508, Contrepartie: Conc_1051
Conc_1051;;;;GB-En9452 / 5r (2) - CH-ZzQ907 / 38r;Partie: Conc_1050
